,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot
290265,parahippocampal gyrus,PLEKHS1,8.4926,1.0532210480634574,8.1187,"inferior frontal gyrus, opercular part",0.9501577473360557,Q5SXH7
290523,"globus pallidus, internal segment",HSD3B2,9.3823,1.388142916677383,7.5338,"inferior frontal gyrus, opercular part",0.7259898528643461,P26439
290927,short insular gyri,TDP1,2.9579,1.0302813305107728,3.177,"inferior frontal gyrus, opercular part",0.9437907637100158,Q9NUW8
291194,"globus pallidus, internal segment",ZCCHC11,8.5213,1.0640249793090681,7.5292,"inferior frontal gyrus, opercular part",0.7242268637814775,Q5TAX3
291374,parahippocampal gyrus,FRMPD1,8.3724,1.0079725276550124,7.744,"inferior frontal gyrus, opercular part",0.806550788781517,Q5SYB0
291671,short insular gyri,IL6,2.9676,1.0266298276159147,3.2117,postcentral gyrus,0.9304916938892459,P05231
291860,"globus pallidus, internal segment",GRIK5,2.299,1.2783200168429245,3.1196,postcentral gyrus,0.965789801396246,Q16478
292145,short insular gyri,HOXB4,2.9761,1.0234300570379464,3.1041,postcentral gyrus,0.9717303080885209,P17483
292373,putamen,PEG10,8.355,1.0014224090601127,8.0891,"inferior frontal gyrus, opercular part",0.9388132958462923,A0A087WUL4
292580,"globus pallidus, internal segment",NARS,2.8391,1.0750028298828467,3.5211,"inferior frontal gyrus, opercular part",0.8119115151415164,O43776
292820,putamen,TSC1,2.8654,1.0651023632710155,3.5889,"inferior frontal gyrus, opercular part",0.7859265890940178,Q92574
292918,subcallosal cingulate gyrus,FASTKD2,8.3649,1.0051492006744522,8.1386,postcentral gyrus,0.9577845914119438,Q9NYY8
293118,long insular gyri,TLN2,2.9785,1.0225265924041673,3.0762,"inferior frontal gyrus, opercular part",0.9824232201346154,Q9Y4G6
293224,subcallosal cingulate gyrus,ZNF385D,3.0307,1.002876236619468,3.1456,"inferior frontal gyrus, opercular part",0.9558250804930756,Q9H6B1
293512,putamen,EXOC6B,8.369,1.0066926194238248,8.0337,"inferior frontal gyrus, opercular part",0.9175807751526133,Q9Y2D4
293701,parahippocampal gyrus,AIM1,8.3749,1.0089136366485323,7.9706,"inferior frontal gyrus, opercular part",0.893397164037611,Q9Y4K1
293885,putamen,GPRIN2,8.6093,1.0971520158809744,7.9157,"inferior frontal gyrus, opercular part",0.8723562725920703,O60269
294153,parahippocampal gyrus,P2RX1,2.9917,1.0175575369183814,3.257,"inferior frontal gyrus, opercular part",0.9131300840079525,P51575
294381,putamen,NOV,2.093,1.3558673979089788,3.2197,"inferior frontal gyrus, opercular part",0.9274256259190395,P48745
294573,long insular gyri,INTS5,3.0246,1.005172542563657,3.111,"inferior frontal gyrus, opercular part",0.9690858244642179,Q6P9B9
294961,putamen,ID2,8.4036,1.019717567894143,8.1813,"inferior frontal gyrus, opercular part",0.9741497292029201,Q02363
295291,parahippocampal gyrus,FGF1,8.4314,1.030182699902086,7.8134,"inferior frontal gyrus, opercular part",0.8331489284230568,P05230
295466,parahippocampal gyrus,TLR2,2.9914,1.0176704699976036,3.4389,"inferior frontal gyrus, opercular part",0.8434153635353865,O60603
295806,parahippocampal gyrus,SEC62,8.4548,1.0389914800814342,8.1477,"inferior frontal gyrus, opercular part",0.9612722437280536,Q99442
295950,putamen,CFAP44,1.885,1.4341676661698495,3.4802,"inferior frontal gyrus, opercular part",0.8275867876391962,Q96MT7
296053,subcallosal cingulate gyrus,SC5D,2.8833,1.0583640228774116,3.0719,"inferior frontal gyrus, opercular part",0.9840712316686013,O75845
296191,"globus pallidus, internal segment",NNMT,2.1253,1.3437082697126994,3.8001,"inferior frontal gyrus, opercular part",0.704982394680571,P40261
296323,putamen,RTP3,1.9651,1.404014534017466,3.259,"inferior frontal gyrus, opercular part",0.912363567015401,Q9BQQ7
296509,"globus pallidus, internal segment",POR,9.1316,1.2937685068071898,8.0558,"inferior frontal gyrus, opercular part",0.9260507879203083,P16435
296612,subcallosal cingulate gyrus,SPR,3.0284,1.0037420568935065,3.1107,"inferior frontal gyrus, opercular part",0.9692008020131007,P35270
296810,long insular gyri,CELF5,2.9742,1.0241452998730216,3.1179,postcentral gyrus,0.966441340839915,Q8N6W0
297065,short insular gyri,IRX1,2.8504,1.070749017232136,3.28,"inferior frontal gyrus, opercular part",0.9043151385936095,P78414
297405,putamen,GDI2,9.1668,1.3070193214359522,7.9618,"inferior frontal gyrus, opercular part",0.8900244892703841,P50395
297510,subcallosal cingulate gyrus,CDKL2,2.914,1.0468072044369852,3.3433,"inferior frontal gyrus, opercular part",0.8800548757793518,Q92772
297820,parahippocampal gyrus,ZBTB1,2.9014,1.0515503937643262,3.4921,"inferior frontal gyrus, opercular part",0.8230260115335143,Q9Y2K1
297996,putamen,CACNA1D,8.4519,1.0378997936489507,7.9731,"inferior frontal gyrus, opercular part",0.8943553102783004,Q01668
298276,long insular gyri,DENR,2.5965,1.166328046614035,3.182,"inferior frontal gyrus, opercular part",0.9418744712286369,O43583
298372,putamen,DZIP1,8.6646,1.117969346817639,8.1181,precentral gyrus,0.9499277922382902,Q86YF9
298570,"globus pallidus, internal segment",GH2,9.2229,1.3281378072505425,6.9069,precentral gyrus,0.48572510154905335,A0A087WU19
298790,"globus pallidus, internal segment",ACVR2A,8.546,1.0733231361650462,7.4139,precentral gyrus,0.6800371591608787,P27037
298924,"globus pallidus, internal segment",AP1S1,8.4436,1.0347753117904641,8.2248,precentral gyrus,0.9908214737909169,P61966
299094,"globus pallidus, internal segment",CRISP2,2.9749,1.0238817893548362,4.2034,precentral gyrus,0.5504142431325448,P16562
299292,"globus pallidus, internal segment",BLZF1,8.456,1.0394432123983235,8.1657,precentral gyrus,0.9681708966610174,Q9H2G9
299532,putamen,ZDHHC7,2.8138,1.08452685289727,3.2463,"inferior frontal gyrus, opercular part",0.9172309499181035,Q9NXF8
299748,"globus pallidus, internal segment",ACTL7A,8.4609,1.041287786025623,6.9856,precentral gyrus,0.5158875452059578,Q9Y615
299889,putamen,NEDD4,1.7919,1.469214565088537,4.3479,precentral gyrus,0.4950333904206933,P46934
300105,"globus pallidus, internal segment",MYH7,8.6157,1.0995612549043863,7.2203,precentral gyrus,0.6058383142818858,P12883
300369,putamen,PRLR,2.4575,1.2186537066537515,6.6558,precentral gyrus,0.38948889313420243,P16471
300549,putamen,PLEKHH1,2.6728,1.1376054001318023,3.3954,precentral gyrus,0.8600871081233833,Q9ULM0
300705,"globus pallidus, internal segment",GOSR1,2.3341,1.2651068465739026,3.7126,precentral gyrus,0.7385175131047026,A0A087WYX5
300917,"globus pallidus, internal segment",STAT3,8.4096,1.0219762294785908,6.8823,precentral gyrus,0.4762969425406688,P40763
301115,"globus pallidus, internal segment",STAR,8.4178,1.0250630669773366,7.749,precentral gyrus,0.8084670812628959,P49675
301279,"globus pallidus, internal segment",ITGAE,9.6405,1.4853406535281364,7.2417,precentral gyrus,0.6140400461021877,P38570
301449,"globus pallidus, internal segment",C1orf159,9.7691,1.5337513001548093,7.5599,precentral gyrus,0.7359928996171441,Q96HA4
301627,"globus pallidus, internal segment",TNK2,9.017,1.250628070544229,6.7739,precentral gyrus,0.4347517215443733,Q07912
301839,"globus pallidus, internal segment",NCOA4,8.8936,1.2041749306240779,7.0339,precentral gyrus,0.5343989305760786,Q13772
302047,"globus pallidus, internal segment",RAB5A,8.4619,1.041664229623031,7.3758,precentral gyrus,0.6654350104527711,P20339
302183,"globus pallidus, internal segment",RAB3IL1,8.7383,1.145713239946611,8.0815,precentral gyrus,0.9359005312745962,Q8TBN0
302396,putamen,RRBP1,8.6578,1.1154095303552642,7.9133,precentral gyrus,0.8714364522010081,A0A087WU26
302495,putamen,LAPTM4A,8.5757,1.0845035110080647,8.2186,precentral gyrus,0.988445271114007,Q15012
302735,short insular gyri,BOP1,2.9919,1.0174822481988997,3.0526,substantia nigra,0.9914681206467241,A0A075B729
302955,"globus pallidus, internal segment",SRSF7,8.3905,1.0147861567680974,7.2025,precentral gyrus,0.5990163130481766,Q16629
303046,"globus pallidus, external segment",LMBRD1,2.9416,1.0364173611485235,3.9881,precentral gyrus,0.6329297973807224,Q9NUN5
303295,putamen,CALCA,8.3898,1.0145226462499117,7.8588,precentral gyrus,0.8505488641539776,P01258
303505,"globus pallidus, internal segment",ERLIN2,8.3543,1.0011588985419269,8.0722,precentral gyrus,0.9323362272592315,O94905
303615,"globus pallidus, external segment",AIMP2,3.0027,1.0134166573468928,4.3471,precentral gyrus,0.4953399972177139,Q13155
303833,"globus pallidus, internal segment",RSU1,8.7445,1.1480471902505407,7.1388,precentral gyrus,0.5746027468354089,Q15404
304051,"globus pallidus, internal segment",IGSF9B,8.5301,1.0673376829662584,7.7949,precentral gyrus,0.8260586462419548,Q9UPX0
304185,"globus pallidus, internal segment",FUBP1,2.2912,1.2812562769027072,7.8409,precentral gyrus,0.8436885370706413,Q96AE4
304314,putamen,KDM7A,1.8003,1.4660524388703096,4.2515,precentral gyrus,0.5319795094616794,Q6ZMT4
304426,"globus pallidus, internal segment",HIST1H1B,2.7625,1.103838409444302,3.5753,precentral gyrus,0.7911389046433687,P16401
304518,"globus pallidus, internal segment",CYP4B1,2.2502,1.2966904643964363,5.0017,precentral gyrus,0.24445898555558196,P13584
304646,"globus pallidus, internal segment",TULP3,8.4804,1.0486284361750793,8.0811,precentral gyrus,0.9357472278760856,A0A087WYY4
304883,putamen,ALB,8.4701,1.044751067121777,7.7321,precentral gyrus,0.8019900126758351,A0A087WWT3
305033,putamen,GABPA,2.6679,1.1394499737591017,3.422,precentral gyrus,0.8498924321224471,Q06546
305153,"globus pallidus, internal segment",OVOL1,8.682,1.1245194654125388,8.0418,precentral gyrus,0.9206851689724475,O14753
305321,"globus pallidus, internal segment",CD3D,8.6386,1.1081818132850303,7.478,precentral gyrus,0.7046040287721568,P04234
305537,"globus pallidus, internal segment",TPBG,8.6919,1.1282462570268783,6.7489,precentral gyrus,0.4251702591374784,Q13641
305681,long insular gyri,NDUFS5,3.0372,1.0004293532363158,3.1861,precentral gyrus,0.940303111393906,O43920
305899,"globus pallidus, internal segment",NFIX,8.3804,1.0109840764342763,6.1082,precentral gyrus,0.1796165405735798,Q14938
306037,"globus pallidus, internal segment",NFIL3,9.0432,1.2604908927963197,8.0866,precentral gyrus,0.9378551496056029,Q16649
306147,"globus pallidus, external segment",SLC25A27,8.4175,1.0249501338981146,7.295,precentral gyrus,0.6344677239536873,O95847
306361,"globus pallidus, internal segment",SART3,8.3537,1.000933032383482,7.6584,precentral gyrus,0.7737438615003095,Q15020
306557,"globus pallidus, internal segment",FOCAD,8.4747,1.046482707669854,7.9086,precentral gyrus,0.869635137268512,Q5VW36
306731,putamen,HTT,2.4466,1.2227569418654989,4.1879,precentral gyrus,0.5563547498248197,P42858
306871,"globus pallidus, internal segment",COL11A1,2.5102,1.1988151290703482,4.2848,precentral gyrus,0.5192170015356957,P12107
306981,"globus pallidus, internal segment",MET,8.7747,1.159415786892263,8.0564,precentral gyrus,0.9262807430180738,P08581
307212,putamen,TUFM,8.378,1.0100806118004972,8.1322,precentral gyrus,0.9553317370357784,P49411
307430,"globus pallidus, internal segment",SCGB1D1,8.8025,1.1698809189002064,7.9885,precentral gyrus,0.9002574911209478,O95968
307560,"globus pallidus, internal segment",IFNA1,9.3861,1.3895734023475337,7.9205,precentral gyrus,0.8741959133741939,A0A087WWS6
307776,"globus pallidus, internal segment",PFDN5,8.5459,1.0732854918053054,7.8265,precentral gyrus,0.8381696147242698,Q99471
307929,putamen,LEP,8.7089,1.1346457981828146,7.661,"inferior frontal gyrus, opercular part",0.7747403335906263,P41159
308147,"globus pallidus, internal segment",PRKCB,8.5706,1.0825836486612843,7.3496,"inferior frontal gyrus, opercular part",0.6553936378503453,P05771
308347,parahippocampal gyrus,APOB,9.1543,1.3023137764683514,7.7895,"inferior frontal gyrus, opercular part",0.8239890503620656,A0A087WTM7
308563,"globus pallidus, internal segment",QKI,8.6571,1.1151460198370786,6.3702,"inferior frontal gyrus, opercular part",0.28003026659783664,Q96PU8
308771,"globus pallidus, internal segment",SIRT2,2.7068,1.1248063178199292,4.0315,"inferior frontal gyrus, opercular part",0.6162963786423531,A0A087WYM3
308945,"globus pallidus, internal segment",CGRRF1,9.5006,1.432676194250753,7.2217,"inferior frontal gyrus, opercular part",0.6063748761766721,Q99675
309080,putamen,RAB3GAP1,8.6817,1.124406532333316,7.7975,"inferior frontal gyrus, opercular part",0.827055118332272,Q15042
309188,"globus pallidus, internal segment",ADPRHL2,1.9639,1.4044662663343557,4.139,"inferior frontal gyrus, opercular part",0.5750960902927057,Q9NX46
309260,"globus pallidus, external segment",DDC,8.4211,1.026305330848783,8.0113,"inferior frontal gyrus, opercular part",0.9089957848360358,A0A087WU57
309361,"globus pallidus, external segment",PRH1,8.4017,1.0190023250590674,7.7209,"inferior frontal gyrus, opercular part",0.7976975175175464,P02810
309445,"globus pallidus, internal segment",RAD9A,2.1979,1.3163784645408763,3.6453,"inferior frontal gyrus, opercular part",0.7643108099040632,Q99638
309631,"globus pallidus, internal segment",ST6GALNAC6,2.6818,1.1342174077551301,4.2936,"inferior frontal gyrus, opercular part",0.5158443267684688,Q969X2
309823,"globus pallidus, internal segment",RAD23B,8.8935,1.2041372862643371,7.2371,"inferior frontal gyrus, opercular part",0.612277057019319,P54727
309915,"globus pallidus, internal segment",SLC12A1,8.42,1.0258912428916345,8.1198,"inferior frontal gyrus, opercular part",0.9505793316819587,Q13621
310077,"globus pallidus, internal segment",LRRC4B,8.944,1.223147687933443,7.6541,"inferior frontal gyrus, opercular part",0.7720958499663234,Q9NT99
310278,putamen,MTMR10,8.6833,1.1250088420891688,8.0624,"inferior frontal gyrus, opercular part",0.9285802939957286,Q9NXD2
310485,putamen,NKX2-1,8.8102,1.1727795346002483,8.1772,postcentral gyrus,0.972578369368189,P43699
310761,putamen,SIM2,8.4073,1.0211104092045522,8.075,"inferior frontal gyrus, opercular part",0.9334093510488033,Q14190
310979,"globus pallidus, internal segment",SKIV2L,8.6024,1.0945545550588591,7.8638,"inferior frontal gyrus, opercular part",0.8524651566353568,Q15477
311117,putamen,SKIL,2.2451,1.2986103267432174,3.7339,"inferior frontal gyrus, opercular part",0.7303541071340283,P12757
311363,putamen,LLGL2,2.6647,1.1406545932708074,3.716,"inferior frontal gyrus, opercular part",0.7372144342173649,Q6P1M3
311546,putamen,TOP3B,8.5886,1.0893596334146285,7.9702,"inferior frontal gyrus, opercular part",0.8932438606391008,O95985
311777,putamen,LPXN,2.9784,1.0225642367639078,3.694,"inferior frontal gyrus, opercular part",0.7456461211354324,O60711
311987,putamen,UBE2E2,8.8312,1.1806848501458171,7.4232,"inferior frontal gyrus, opercular part",0.6836014631762435,A0A087X283
312161,"globus pallidus, internal segment",TRG,2.4998,1.2027301424833918,3.5027,"inferior frontal gyrus, opercular part",0.818963471472991,False
312345,"globus pallidus, internal segment",VAX1,9.1347,1.2949354819591545,7.5903,"inferior frontal gyrus, opercular part",0.7476439579039281,Q5SQQ9
312543,"globus pallidus, internal segment",WASF2,2.3591,1.2556957566387017,4.5671,"inferior frontal gyrus, opercular part",0.41102312803704016,Q9Y6W5
312753,"globus pallidus, internal segment",POLR3B,8.6184,1.1005776526173876,6.5241,"inferior frontal gyrus, opercular part",0.33901374917468075,Q9NW08
312963,"globus pallidus, internal segment",PIK3C2A,2.7987,1.0902111512181312,3.621,"inferior frontal gyrus, opercular part",0.7736239913635651,O00443
313137,"globus pallidus, internal segment",SOCS3,9.3252,1.3666479872653845,7.8168,"inferior frontal gyrus, opercular part",0.8344520073103945,O14543
313291,"globus pallidus, internal segment",TAAR2,8.6201,1.1012176067329817,7.1619,"inferior frontal gyrus, opercular part",0.5834560180993797,Q9P1P5
313483,"globus pallidus, internal segment",CDH16,8.5019,1.0567219735193518,7.7445,"inferior frontal gyrus, opercular part",0.8067424180296551,O75309
313594,"globus pallidus, external segment",CDH18,8.3528,1.0005942331458149,6.3548,"inferior frontal gyrus, opercular part",0.2741280857551896,Q13634
313764,"globus pallidus, internal segment",ACSS3,8.5152,1.0617286733648792,7.2544,"inferior frontal gyrus, opercular part",0.6189074290048904,Q9H6R3
313926,putamen,ASCL2,2.7032,1.1261615147705983,5.3931,"inferior frontal gyrus, opercular part",0.09445161011323779,Q99929
314022,parahippocampal gyrus,PSMD2,3.0268,1.0043443666493592,3.1335,postcentral gyrus,0.9604625082980126,Q13200
314169,putamen,CEL,2.7645,1.103085522249486,4.1523,"inferior frontal gyrus, opercular part",0.5699987522922377,P19835
314251,"globus pallidus, internal segment",RAB9A,1.7999,1.4662030163092727,3.641,"inferior frontal gyrus, opercular part",0.7659588214380492,P51151
314473,putamen,PPL,8.6143,1.099034233868015,7.9386,"inferior frontal gyrus, opercular part",0.8811328921567858,O60437
314749,putamen,BDKRB2,1.8959,1.4300644309581017,5.5243,"inferior frontal gyrus, opercular part",0.04416809540185389,P30411
314887,putamen,HIST3H3,8.5392,1.0707633197026716,7.8003,"inferior frontal gyrus, opercular part",0.828128242121844,Q16695
314983,"globus pallidus, internal segment",SERF1A,8.771,1.1580229455818538,7.7994,"inferior frontal gyrus, opercular part",0.827783309475196,O75920
315163,"globus pallidus, internal segment",SLC6A2,8.6004,1.0938016678640434,6.8465,"inferior frontal gyrus, opercular part",0.46257628837399545,P23975
315391,putamen,IRS4,8.6784,1.1231642684618697,7.0826,"inferior frontal gyrus, opercular part",0.5530636193447096,O14654
315520,putamen,MAP1S,8.4562,1.0395185011178056,7.7964,"inferior frontal gyrus, opercular part",0.8266335339863685,Q66K74
315680,"globus pallidus, internal segment",RBL1,8.506,1.0582653922687253,7.578,"inferior frontal gyrus, opercular part",0.742929878399736,P28749
315894,"globus pallidus, internal segment",RBBP6,8.8635,1.1928439783420963,6.71,"inferior frontal gyrus, opercular part",0.4102615036323502,A0A087WY32
316035,putamen,NUP62CL,2.7348,1.1142658970925043,3.5474,"inferior frontal gyrus, opercular part",0.8018318166894631,Q9H1M0
316237,"globus pallidus, internal segment",LUZP1,8.5068,1.0585665471466517,7.6601,"inferior frontal gyrus, opercular part",0.7743954009439782,Q86V48
316413,"globus pallidus, internal segment",ZSCAN32,8.6676,1.119098677609863,8.203,"inferior frontal gyrus, opercular part",0.9824664385721044,Q9NX65
316631,"globus pallidus, internal segment",PTAFR,8.6953,1.1295261652580653,7.2468,"inferior frontal gyrus, opercular part",0.6159946644331944,P25105
316813,putamen,LAPTM5,2.8828,1.0585522446761158,3.402,"inferior frontal gyrus, opercular part",0.8575576020479629,Q13571
317062,putamen,FABP5,8.4356,1.0317637630112002,7.9972,"inferior frontal gyrus, opercular part",0.9035918400385472,Q01469
317242,putamen,VSX1,2.0894,1.3572225948596477,4.2614,"inferior frontal gyrus, opercular part",0.5281852503485491,Q9NZR4
317350,"globus pallidus, internal segment",TOMM20,8.4947,1.0540115796180143,7.9596,"inferior frontal gyrus, opercular part",0.8891813205785773,Q15388
317526,"globus pallidus, internal segment",MATK,8.9006,1.2068100358059346,7.5777,"inferior frontal gyrus, opercular part",0.7428149008508532,A0A087WUR1
317667,putamen,KRT12,2.2644,1.2913449653132423,3.4065,"inferior frontal gyrus, opercular part",0.855832938814722,Q99456
317952,putamen,RARB,8.3632,1.0045092465588585,7.4544,"inferior frontal gyrus, opercular part",0.6955591282600482,P10826
318144,"globus pallidus, internal segment",DIP2A,2.9039,1.0506092847708062,3.9663,"inferior frontal gyrus, opercular part",0.6412848325995347,Q14689
318346,"globus pallidus, internal segment",ZNHIT2,8.8199,1.1764310374951064,6.7106,"inferior frontal gyrus, opercular part",0.41049145873011583,Q9UHR6
318522,"globus pallidus, internal segment",GSTM2,8.8804,1.199205875138292,7.9222,"inferior frontal gyrus, opercular part",0.8748474528178629,P28161
318660,putamen,LILRA6,2.7573,1.1057959161508237,4.8833,"inferior frontal gyrus, opercular part",0.28983679151463526,False
318854,"globus pallidus, internal segment",MMP3,9.5631,1.456203919088755,6.531,"inferior frontal gyrus, opercular part",0.34165823279898366,P08254
319070,putamen,PTGS1,1.7498,1.485062840539415,6.3175,"inferior frontal gyrus, opercular part",0.2598325438441026,A0A087X296
319355,putamen,TACC1,8.5544,1.0764852623832737,7.0301,"inferior frontal gyrus, opercular part",0.5329425482902306,O75410
319571,"globus pallidus, internal segment",BCL2L11,8.6571,1.1151460198370786,6.9323,"inferior frontal gyrus, opercular part",0.4954598673544582,A0A0A0MRE7
319667,"globus pallidus, external segment",MATN4,8.4223,1.0267570631656728,6.9718,"inferior frontal gyrus, opercular part",0.510598577957352,O95460
319883,"globus pallidus, internal segment",RECK,8.4178,1.0250630669773366,7.4797,"inferior frontal gyrus, opercular part",0.7052555682158258,O95980
320087,putamen,SDPR,8.8938,1.2042502193435598,7.5767,"inferior frontal gyrus, opercular part",0.7424316423545773,O95810
320223,"globus pallidus, internal segment",SNX13,8.9737,1.234328062776461,7.0948,"inferior frontal gyrus, opercular part",0.5577393729992742,A0A087WUZ7
320369,"globus pallidus, internal segment",C17orf85,8.968,1.2321823342712355,8.017,"inferior frontal gyrus, opercular part",0.9111803582648075,Q53F19
320474,"globus pallidus, external segment",PSMA7,8.4019,1.0190776137785489,7.3648,"inferior frontal gyrus, opercular part",0.6612191669937374,O14818
320660,"globus pallidus, internal segment",DLGAP2,8.5242,1.0651166657415516,8.1155,"inferior frontal gyrus, opercular part",0.9489313201479733,A0A087X1H7
320848,"globus pallidus, internal segment",CDK2AP2,8.496,1.054500956294645,7.0527,"inferior frontal gyrus, opercular part",0.5416041903060633,O75956
320970,"globus pallidus, internal segment",RPL14,9.114,1.2871430994928084,7.8536,"inferior frontal gyrus, opercular part",0.8485559199733437,P50914
321176,"globus pallidus, internal segment",SMC5,8.3549,1.001384764700372,7.7133,"inferior frontal gyrus, opercular part",0.7947847529458504,Q8IY18
321326,"globus pallidus, internal segment",CA4,2.6597,1.1425368112578476,5.1385,"inferior frontal gyrus, opercular part",0.1920292232650539,P22748
321425,"globus pallidus, external segment",QSOX1,2.7607,1.1045160079196363,4.7658,"inferior frontal gyrus, opercular part",0.33486966482704084,O00391
321557,"globus pallidus, internal segment",VAX2,8.42,1.0258912428916345,8.1118,"inferior frontal gyrus, opercular part",0.9475132637117528,Q9UIW0
321719,"globus pallidus, internal segment",SATB2,8.5204,1.063686180071401,8.0981,"inferior frontal gyrus, opercular part",0.9422626223127745,Q9UPW6
321913,"globus pallidus, internal segment",SMARCD1,8.7631,1.1550490411623298,7.2416,"inferior frontal gyrus, opercular part",0.6140017202525602,Q96GM5
322025,"globus pallidus, internal segment",PGRMC1,2.7104,1.1234511208692604,3.8907,"inferior frontal gyrus, opercular part",0.6702591749179846,O00264
322243,"globus pallidus, internal segment",EDEM1,8.4367,1.0321778509683486,6.5558,"inferior frontal gyrus, opercular part",0.35116304350662325,Q92611
322397,"globus pallidus, internal segment",VAMP1,8.7273,1.1415723603751224,8.1232,"inferior frontal gyrus, opercular part",0.9518824105692968,P23763
322553,"globus pallidus, internal segment",VAMP2,9.1569,1.3032925298216127,8.0316,"inferior frontal gyrus, opercular part",0.916775932310434,P63027
322657,"globus pallidus, internal segment",HIVEP2,9.4145,1.4002644005139215,7.581,"inferior frontal gyrus, opercular part",0.7440796538885635,P31629
322831,"globus pallidus, internal segment",MAGEA10,8.7301,1.142626402447865,7.4888,"inferior frontal gyrus, opercular part",0.7087432205319356,P43363
323009,"globus pallidus, internal segment",HAUS3,2.7653,1.1027843673715596,3.524,"inferior frontal gyrus, opercular part",0.8108000655023166,Q68CZ6
323189,"globus pallidus, internal segment",SCAMP2,8.7888,1.1647236416157165,7.8532,"inferior frontal gyrus, opercular part",0.8484026165748334,O15127
323373,"globus pallidus, internal segment",UROD,2.7677,1.10188090273778,7.5589,"inferior frontal gyrus, opercular part",0.7356096411208685,P06132
323579,"globus pallidus, internal segment",HMGN1,8.451,1.0375609944112836,6.4964,"inferior frontal gyrus, opercular part",0.32839748882784164,P05114
323773,"globus pallidus, internal segment",AVL9,8.628,1.1041915111525051,7.2939,"inferior frontal gyrus, opercular part",0.6340461396077839,Q8NBF6
324031,putamen,FMO5,8.4058,1.0205457438084402,7.0589,"inferior frontal gyrus, opercular part",0.5439803929829735,P49326
324175,putamen,PDE3B,2.2118,1.3111458985369047,5.2946,"inferior frontal gyrus, opercular part",0.13220257199640292,Q13370
324363,"globus pallidus, internal segment",ADAM21,8.4092,1.0218256520396278,8.1308,"inferior frontal gyrus, opercular part",0.9547951751409929,Q9UKJ8
324516,putamen,ADAM23,2.7995,1.0899099963402048,3.2594,"inferior frontal gyrus, opercular part",0.9122102636168907,O75077
324708,"globus pallidus, internal segment",TNFSF12,9.2639,1.343571994744272,8.1246,"inferior frontal gyrus, opercular part",0.9524189724640824,O43508
324904,"globus pallidus, internal segment",AMHR2,9.2469,1.3371724535883356,6.9749,"inferior frontal gyrus, opercular part",0.5117866792958069,Q16671
325072,"globus pallidus, internal segment",RFPL2,9.0987,1.2813835124524648,7.921,"inferior frontal gyrus, opercular part",0.874387542622332,O75678
325252,putamen,STAG3,2.9033,1.050835150929251,3.0866,"inferior frontal gyrus, opercular part",0.9784373317733472,Q9UJ98
325450,"globus pallidus, internal segment",CORO2A,8.693,1.128660344984027,8.0809,"inferior frontal gyrus, opercular part",0.9356705761768306,Q92828
325576,putamen,TST,1.5983,1.5420940455467318,4.67,"inferior frontal gyrus, opercular part",0.37158582877026136,Q16762
325708,putamen,RPS10,8.8184,1.1758663720989944,8.2244,"inferior frontal gyrus, opercular part",0.9906681703924063,P46783
325873,putamen,KCNE3,8.4187,1.0254018662150037,8.0646,"inferior frontal gyrus, opercular part",0.9294234626875355,Q9Y6H6
326079,"globus pallidus, internal segment",SYNGAP1,8.598,1.0928982032302643,7.5405,"inferior frontal gyrus, opercular part",0.7285576847893936,A0A087WUQ4
326277,"globus pallidus, internal segment",COL5A1,9.1377,1.2960648127513787,6.6134,"inferior frontal gyrus, opercular part",0.37323873289210907,A0A087WXW9
326393,"globus pallidus, internal segment",BST2,2.1885,1.3199170343565119,3.7043,"inferior frontal gyrus, opercular part",0.7416985586237917,Q10589
326563,"globus pallidus, internal segment",PRNP,9.2785,1.349068071266429,6.3104,"inferior frontal gyrus, opercular part",0.25711140852054437,F7VJQ1
326705,"globus pallidus, internal segment",ALOX15,2.8081,1.0866725814024958,3.9103,"inferior frontal gyrus, opercular part",0.6627473083909791,P16050
326883,"globus pallidus, internal segment",ALOX12B,2.438,1.225994356803208,3.7603,"inferior frontal gyrus, opercular part",0.7202360828323475,O75342
327031,"globus pallidus, internal segment",ITGB7,8.5052,1.057964237390799,7.9031,"inferior frontal gyrus, opercular part",0.8675272155389954,P26010
327235,"globus pallidus, internal segment",API5,8.8074,1.1717254925275056,7.4685,"inferior frontal gyrus, opercular part",0.7009630730575368,Q9BZZ5
327451,"globus pallidus, internal segment",RHOC,8.3541,1.0010836098224456,7.7167,"inferior frontal gyrus, opercular part",0.7960878318331881,P08134
327651,"globus pallidus, internal segment",RAB27B,9.1638,1.3058899906437282,7.6744,"inferior frontal gyrus, opercular part",0.7798759974407222,O00194
327738,"globus pallidus, external segment",MYLK,8.4904,1.0523928721491596,8.0323,"inferior frontal gyrus, opercular part",0.917044213257827,Q15746
327932,"globus pallidus, internal segment",GLI1,8.5543,1.076447618023533,7.9091,"inferior frontal gyrus, opercular part",0.8698267665166498,P08151
328130,putamen,ZW10,2.2879,1.2824985407741536,3.6075,"inferior frontal gyrus, opercular part",0.7787979810632882,O43264
328388,putamen,SERPINB10,8.3961,1.0168942409135828,7.6285,"inferior frontal gyrus, opercular part",0.7622844324616632,P48595
328534,"globus pallidus, internal segment",MAPK10,2.4899,1.2064569340977311,4.6391,"inferior frontal gyrus, opercular part",0.38342851630518326,P53779
